Date,Temp1,Intensity1,Temp2,Intensity2,Temp3,Intensity3
1/30/23,74.098,0,74.098,0,74.098,0
1/31/23,74.098,0,73.926,0,74.098,0
1/31/23,74.619,11,74.446,11,74.619,13
1/31/23,80.029,480,82.152,576,80.206,512
1/31/23,77.225,0,76.876,0,77.05,0
2/1/23,75.659,0,75.484,0,75.659,0
2/1/23,75.139,40,74.964,23,74.964,41
2/1/23,80.735,512,81.797,464,80.735,576
2/1/23,78.8,0,78.449,0,78.449,0
2/2/23,76.528,0,76.354,0,76.528,0
2/2/23,75.139,49,74.964,25,75.139,46
2/2/23,77.4,1,77.749,9,77.4,7
2/2/23,79.151,0,78.975,0,79.151,0
2/3/23,76.354,0,76.181,0,76.354,0
2/3/23,75.832,0,75.659,0,75.659,0
2/3/23,77.4,5,77.225,16,77.4,21
2/3/23,76.354,0,74.271,0,76.354,0
2/4/23,75.139,0,74.964,0,75.312,0
2/4/23,74.964,0,74.791,0,74.964,0
2/4/23,76.181,9,76.006,14,76.181,11
2/4/23,73.753,0,73.407,0,73.926,0
2/5/23,75.484,0,75.139,0,75.484,0
2/5/23,75.832,192,75.312,2,75.484,5
2/5/23,80.029,1344,78.975,4,78.975,18
2/5/23,75.139,0,73.062,0,75.139,0
2/6/23,74.098,0,73.926,0,74.446,0
2/6/23,74.791,176,74.446,0,74.619,3
2/6/23,81.266,2432,79.326,17,79.326,33
2/6/23,76.876,0,76.528,0,76.703,0
2/7/23,74.964,0,74.446,0,74.964,0
2/7/23,75.139,51,74.791,0,74.964,2
2/7/23,80.735,608,79.853,8,79.678,20
2/7/23,75.484,0,75.312,0,75.484,0
2/8/23,74.271,0,73.753,0,74.271,0
2/8/23,74.271,20,73.926,0,74.271,1
2/8/23,78.449,128,77.225,4,77.225,10
2/8/23,74.098,0,73.753,0,73.926,0
2/9/23,73.58,0,73.234,0,73.58,0
2/9/23,74.791,248,74.446,0,74.619,2
2/9/23,78.449,1920,76.528,19,76.703,31
