Month,Year,Date,Temp_S1,Intensity_S1,Temp_S2,Intensity_S2,Temp_S3,Intensity_S3
9,2022,9/20/22,87.733,1216,87.368,400,87.915,768
9,2022,9/20/22,83.221,0,83.043,0,83.043,0
9,2022,9/21/22,79.502,0,79.326,0,79.502,0
9,2022,9/21/22,80.206,704,79.151,512,79.151,496
9,2022,9/21/22,86.459,416,86.641,512,87.186,336
9,2022,9/21/22,85.194,0,85.014,0,85.194,0
9,2022,9/22/22,81.09,0,80.735,0,81.09,0
9,2022,9/22/22,82.686,320,81.09,896,81.09,800
9,2022,9/22/22,85.014,224,85.014,168,85.014,216
9,2022,9/22/22,81.621,0,81.266,0,81.442,0
9,2022,9/23/22,79.678,0,79.326,0,79.502,0
9,2022,9/23/22,81.975,352,80.735,1792,80.911,288
9,2022,9/23/22,85.194,1024,84.654,768,84.295,576
9,2022,9/23/22,81.266,0,81.09,0,81.266,0
9,2022,9/24/22,79.678,0,79.502,0,79.502,0
9,2022,9/24/22,80.206,1472,80.029,800,80.382,288
9,2022,9/24/22,87.368,704,87.186,896,87.186,768
9,2022,9/24/22,81.266,0,81.09,0,81.266,0
9,2022,9/25/22,79.326,0,79.151,0,79.326,0
9,2022,9/25/22,80.911,384,80.559,512,80.382,256
9,2022,9/25/22,89.017,512,88.466,1344,88.099,512
9,2022,9/25/22,83.399,0,83.043,0,83.221,0
9,2022,9/26/22,79.853,0,79.326,0,78.624,0
9,2022,9/26/22,80.911,576,79.853,432,79.853,416
9,2022,9/26/22,88.282,704,88.833,768,88.833,768
9,2022,9/26/22,84.654,0,84.295,0,84.474,0
9,2022,9/27/22,78.098,0,78.098,0,78.449,0
9,2022,9/27/22,80.559,1408,79.853,368,79.678,144
9,2022,9/27/22,88.282,2304,88.833,704,88.833,672
9,2022,9/27/22,83.043,0,82.686,0,82.864,0
9,2022,9/28/22,78.449,0,78.098,0,78.449,0
9,2022,9/28/22,79.678,17408,79.326,256,79.326,232
9,2022,9/28/22,87.368,608,87.552,576,87.552,608
9,2022,9/28/22,85.194,0,84.834,0,85.014,0
9,2022,9/29/22,79.151,0,78.8,0,78.975,0
9,2022,9/29/22,79.151,114,78.8,136,79.151,123
9,2022,9/29/22,87.004,1088,87.186,1152,86.097,704
9,2022,9/29/22,83.043,0,82.686,0,82.864,0
9,2022,9/30/22,79.151,0,78.975,0,79.326,0
9,2022,9/30/22,81.621,896,80.735,216,80.911,200
9,2022,9/30/22,89.384,992,89.938,864,89.569,864
9,2022,9/30/22,85.014,0,84.654,0,84.834,0
10,2022,10/1/22,79.853,0,79.678,0,80.029,0
10,2022,10/1/22,80.029,75,79.326,110,79.502,125
10,2022,10/1/22,87.368,480,87.186,496,87.552,672
10,2022,10/1/22,83.579,0,83.757,0,83.757,0
10,2022,10/2/22,81.975,0,81.797,0,81.975,0
10,2022,10/2/22,80.911,60,80.735,120,80.911,96
10,2022,10/2/22,82.864,576,82.508,608,82.686,352
10,2022,10/2/22,80.735,0,80.559,0,80.735,0
10,2022,10/3/22,78.975,0,78.624,0,78.975,0
10,2022,10/3/22,80.911,224,80.029,400,80.559,232
10,2022,10/3/22,86.097,87,87.552,1536,87.368,1152
10,2022,10/3/22,81.797,0,81.442,0,81.621,0
10,2022,10/4/22,80.559,0,80.559,0,80.735,0
10,2022,10/4/22,81.266,144,80.911,304,80.911,256
10,2022,10/4/22,83.935,512,84.115,672,84.295,2048
10,2022,10/4/22,80.559,0,80.382,0,80.559,0
10,2022,10/5/22,79.853,0,79.678,0,79.853,0
10,2022,10/5/22,79.853,256,79.502,216,79.502,152
10,2022,10/5/22,86.459,1152,87.186,800,86.277,800
10,2022,10/5/22,83.579,0,83.579,0,83.579,0
10,2022,10/6/22,81.09,0,80.911,0,81.09,0
10,2022,10/6/22,80.911,184,80.206,416,80.382,352
10,2022,10/6/22,85.915,1664,86.823,672,87.004,672
10,2022,10/6/22,83.221,0,83.043,0,83.043,0
10,2022,10/7/22,81.442,0,81.266,0,81.442,0
10,2022,10/7/22,81.975,2816,80.735,704,81.442,416
10,2022,10/7/22,87.368,1408,87.186,1728,86.823,1088
10,2022,10/7/22,83.579,0,83.579,0,83.579,0
10,2022,10/8/22,81.442,0,81.09,0,81.266,0
10,2022,10/8/22,82.33,272,81.09,672,81.266,256
10,2022,10/8/22,88.833,768,89.569,992,89.755,1024
10,2022,10/8/22,84.654,0,84.654,0,84.834,0
10,2022,10/9/22,82.33,0,82.152,0,82.152,0
10,2022,10/9/22,82.686,152,81.797,704,81.975,232
10,2022,10/9/22,88.65,6656,89.384,960,88.833,960
10,2022,10/9/22,84.295,0,83.935,0,84.115,0
10,2022,10/10/22,81.442,0,81.442,0,81.442,0
10,2022,10/10/22,82.686,192,81.975,512,82.33,176
10,2022,10/10/22,85.374,240,85.014,240,85.014,119
10,2022,10/10/22,82.686,0,82.33,0,82.508,0
10,2022,10/11/22,81.09,0,80.911,0,81.09,0
10,2022,10/11/22,82.33,272,82.152,120,82.33,144
10,2022,10/11/22,84.654,208,84.115,114,84.115,184
10,2022,10/11/22,82.864,0,82.864,0,83.043,0
10,2022,10/12/22,81.442,0,80.559,0,80.559,0
10,2022,10/12/22,81.975,144,81.797,63,81.975,184
10,2022,10/12/22,85.374,320,85.014,232,85.194,240
10,2022,10/12/22,83.935,0,83.935,0,84.115,0
10,2022,10/13/22,80.911,0,80.735,0,81.09,0
10,2022,10/13/22,82.508,113,82.152,400,82.508,168
10,2022,10/13/22,85.194,248,85.014,320,85.014,512
10,2022,10/13/22,82.864,0,82.508,0,82.686,0
10,2022,10/14/22,80.206,0,80.382,0,80.735,0
10,2022,10/14/22,82.152,136,81.621,208,81.797,115
10,2022,10/14/22,85.915,216,85.374,448,85.374,480
10,2022,10/14/22,80.911,0,80.735,0,80.911,0
10,2022,10/15/22,80.029,0,79.853,0,79.853,0
10,2022,10/15/22,80.735,128,80.559,73,80.559,122
10,2022,10/15/22,85.374,1024,84.834,768,84.834,400
10,2022,10/15/22,80.911,0,80.735,0,80.735,0
10,2022,10/16/22,78.624,0,78.274,0,78.624,0
10,2022,10/16/22,78.8,95,78.449,184,78.975,89
10,2022,10/16/22,84.654,704,83.579,1600,85.374,992
10,2022,10/16/22,81.266,0,80.911,0,81.09,0
10,2022,10/17/22,78.274,0,78.098,0,78.274,0
10,2022,10/17/22,78.8,128,78.449,76,78.624,82
10,2022,10/17/22,86.823,1344,86.823,1152,87.004,576
10,2022,10/17/22,82.686,0,82.508,0,82.864,0
10,2022,10/18/22,80.206,0,80.206,0,80.559,0
10,2022,10/18/22,80.559,304,79.678,224,79.853,144
10,2022,10/18/22,86.097,1216,89.755,704,87.552,512
10,2022,10/18/22,82.686,0,82.508,0,82.686,0
10,2022,10/19/22,80.911,0,80.559,0,80.559,0
10,2022,10/19/22,80.206,93,80.029,152,79.853,136
10,2022,10/19/22,84.115,272,84.115,336,84.295,448
10,2022,10/19/22,80.559,0,80.382,0,80.559,0
10,2022,10/20/22,78.624,0,78.274,0,78.449,0
10,2022,10/20/22,79.326,168,78.975,256,79.502,168
10,2022,10/20/22,86.097,384,86.459,512,87.004,1792
10,2022,10/20/22,81.442,0,81.09,0,81.266,0
10,2022,10/21/22,80.735,0,80.559,0,80.735,0
10,2022,10/21/22,81.266,152,80.382,240,80.735,184
10,2022,10/21/22,87.552,7680,88.282,800,88.466,864
10,2022,10/21/22,82.864,0,82.864,0,82.686,0
10,2022,10/22/22,80.029,0,79.853,0,80.029,0
10,2022,10/22/22,80.382,160,79.853,400,79.853,576
10,2022,10/22/22,86.097,1344,87.186,864,87.186,608
10,2022,10/22/22,81.266,0,81.09,0,81.09,0
10,2022,10/23/22,78.449,0,78.274,0,78.449,0
10,2022,10/23/22,78.624,102,78.449,78,78.449,104
10,2022,10/23/22,83.935,1024,84.295,368,83.935,512
10,2022,10/23/22,80.029,0,79.678,0,80.029,0
10,2022,10/24/22,77.923,0,77.923,0,77.923,0
10,2022,10/24/22,78.975,136,78.449,92,78.624,110
10,2022,10/24/22,87.733,2176,87.186,448,87.552,800
10,2022,10/24/22,80.206,0,77.05,0,79.678,0
10,2022,10/25/22,78.274,0,78.098,0,78.449,0
10,2022,10/25/22,78.975,117,78.624,94,78.8,128
10,2022,10/25/22,85.554,896,87.186,896,85.374,1344
10,2022,10/25/22,80.206,0,77.4,0,79.326,0
10,2022,10/26/22,78.449,0,78.274,0,78.8,0
10,2022,10/26/22,79.326,48,78.975,42,79.151,36
10,2022,10/26/22,87.368,704,86.277,4096,85.554,448
10,2022,10/26/22,80.029,0,77.05,0,79.853,0
10,2022,10/27/22,79.151,0,78.975,0,79.151,0
10,2022,10/27/22,79.502,464,78.975,248,79.326,128
10,2022,10/27/22,85.554,2688,85.735,4608,85.554,2048
10,2022,10/27/22,80.029,0,76.528,0,80.029,0
10,2022,10/28/22,77.923,0,77.923,0,78.098,0
10,2022,10/28/22,78.8,272,78.624,39,78.8,87
10,2022,10/28/22,85.014,864,85.194,368,85.374,704
10,2022,10/28/22,80.735,0,80.559,0,80.559,0
10,2022,10/29/22,77.574,0,77.225,0,77.574,0
10,2022,10/29/22,78.975,117,78.274,168,78.449,152
10,2022,10/29/22,85.915,704,86.823,1216,85.915,608
10,2022,10/29/22,80.911,0,80.559,0,80.735,0
10,2022,10/30/22,77.749,0,77.4,0,77.749,0
10,2022,10/30/22,78.274,152,77.923,120,78.449,160
10,2022,10/30/22,85.554,1152,86.097,512,85.915,800
10,2022,10/30/22,80.206,0,80.029,0,80.206,0
10,2022,10/31/22,78.098,0,78.098,0,78.274,0
10,2022,10/31/22,78.8,184,78.274,576,78.449,100
10,2022,10/31/22,84.834,448,84.295,512,84.834,272
10,2022,10/31/22,80.735,0,80.382,0,80.559,0
11,2022,11/1/22,77.923,0,77.749,0,77.923,0
11,2022,11/1/22,78.449,256,78.098,115,78.274,97
11,2022,11/1/22,84.834,768,84.834,1280,84.834,3200
11,2022,11/1/22,80.911,0,80.559,0,80.735,0
11,2022,11/2/22,78.449,0,78.274,0,78.449,0
11,2022,11/2/22,79.151,336,79.326,111,79.326,272
11,2022,11/2/22,84.115,168,84.654,368,84.834,896
11,2022,11/2/22,79.678,0,79.326,0,79.502,0
11,2022,11/3/22,78.098,0,77.923,0,78.098,0
11,2022,11/3/22,78.8,128,78.449,89,78.624,232
11,2022,11/3/22,82.33,576,81.975,216,81.975,512
11,2022,11/3/22,78.975,0,78.8,0,78.8,0
11,2022,11/4/22,78.449,0,78.274,0,78.624,0
11,2022,11/4/22,79.502,672,79.502,98,79.326,320
11,2022,11/4/22,83.043,768,82.33,368,82.33,992
11,2022,11/4/22,78.624,0,78.274,0,78.449,0
11,2022,11/5/22,78.624,0,78.449,0,78.624,0
11,2022,11/5/22,78.274,192,78.098,71,78.274,128
11,2022,11/5/22,83.935,464,83.221,480,82.864,1024
11,2022,11/5/22,79.326,0,79.151,0,79.326,0
11,2022,11/6/22,77.749,0,77.574,0,77.749,0
11,2022,11/6/22,77.923,400,77.574,52,77.749,152
11,2022,11/6/22,83.579,512,83.399,464,82.864,1344
11,2022,11/6/22,76.006,0,75.484,0,75.659,0
11,2022,11/7/22,77.4,0,77.225,0,77.4,0
11,2022,11/7/22,77.749,224,77.225,208,77.574,208
11,2022,11/7/22,83.221,608,83.043,400,82.686,1344
11,2022,11/7/22,76.354,0,75.312,0,75.139,0
11,2022,11/8/22,77.225,0,77.05,0,77.4,0
11,2022,11/8/22,78.098,104,77.749,90,77.923,115
11,2022,11/8/22,83.579,864,83.043,336,83.221,1152
11,2022,11/8/22,75.139,0,74.964,0,74.619,0
11,2022,11/9/22,76.703,0,76.703,0,77.225,0
11,2022,11/9/22,78.098,576,77.749,99,77.923,44
11,2022,11/9/22,84.115,672,83.757,512,83.221,416
11,2022,11/9/22,73.407,0,73.407,0,72.545,0
11,2022,11/10/22,76.354,0,76.006,0,76.528,0
11,2022,11/10/22,76.876,63,76.703,46,76.876,47
11,2022,11/10/22,82.686,704,81.621,368,81.975,800
11,2022,11/10/22,73.926,0,74.446,0,75.832,0
11,2022,11/11/22,76.354,0,76.528,0,76.703,0
11,2022,11/11/22,77.225,288,76.876,160,76.876,78
11,2022,11/11/22,82.152,960,80.735,416,81.442,464
11,2022,11/11/22,76.006,0,74.791,0,76.006,0
11,2022,11/12/22,76.181,0,76.181,0,76.354,0
11,2022,11/12/22,77.4,1216,77.225,100,77.225,55
11,2022,11/12/22,81.975,896,80.735,496,81.09,512
11,2022,11/12/22,76.354,0,76.354,0,76.528,0
11,2022,11/13/22,76.528,0,76.181,0,76.528,0
11,2022,11/13/22,77.923,81,77.749,69,77.749,23
11,2022,11/13/22,83.221,1088,82.33,480,82.508,496
11,2022,11/13/22,76.876,0,76.703,0,76.876,0
11,2022,11/14/22,76.181,0,76.181,0,76.181,0
11,2022,11/14/22,77.4,78,77.05,73,77.225,48
11,2022,11/14/22,83.757,704,83.043,144,83.579,256
11,2022,11/14/22,77.923,0,77.749,0,77.923,0
11,2022,11/15/22,76.354,0,76.181,0,76.354,0
11,2022,11/15/22,76.528,49,76.354,28,76.528,18
11,2022,11/15/22,82.152,608,83.043,496,82.508,352
11,2022,11/15/22,78.449,0,78.274,0,78.449,0
11,2022,11/16/22,75.312,0,75.139,0,75.312,0
11,2022,11/16/22,75.832,704,75.484,66,75.832,36
11,2022,11/16/22,81.797,1152,81.797,200,81.442,67
11,2022,11/16/22,78.449,0,78.274,0,78.274,0
11,2022,11/17/22,76.528,0,76.181,0,76.528,0
11,2022,11/17/22,77.749,144,77.574,60,77.749,67
11,2022,11/17/22,83.579,768,83.935,304,82.864,352
11,2022,11/17/22,79.151,0,78.975,0,78.975,0
11,2022,11/18/22,78.098,0,77.923,0,78.098,0
11,2022,11/18/22,78.449,432,78.098,160,78.274,123
11,2022,11/18/22,83.935,768,85.194,320,83.757,208
11,2022,11/18/22,80.029,0,79.853,0,80.029,0
11,2022,11/19/22,77.574,0,77.4,0,77.4,0
11,2022,11/19/22,77.4,208,77.05,96,77.4,63
11,2022,11/19/22,82.686,992,83.579,576,82.864,256
11,2022,11/19/22,78.449,0,78.098,0,78.274,0
11,2022,11/20/22,76.876,0,76.703,0,76.876,0
11,2022,11/20/22,76.703,83,76.354,85,76.703,35
11,2022,11/20/22,82.508,576,83.399,416,82.864,368
11,2022,11/20/22,73.753,0,74.791,0,73.407,0
11,2022,11/21/22,76.528,0,76.181,0,76.528,0
11,2022,11/21/22,76.703,320,76.354,480,76.703,101
11,2022,11/21/22,82.33,1472,81.797,512,82.508,480
11,2022,11/21/22,72.199,0,74.791,0,72.199,0
11,2022,11/22/22,76.006,0,75.832,0,76.181,0
11,2022,11/22/22,76.703,240,76.354,52,76.528,41
11,2022,11/22/22,80.559,336,80.206,576,80.382,168
11,2022,11/22/22,74.098,0,73.062,0,71.856,0
11,2022,11/23/22,75.312,0,75.139,0,75.484,0
11,2022,11/23/22,75.312,232,74.964,184,75.139,32
11,2022,11/23/22,81.09,384,80.911,800,81.09,216
11,2022,11/23/22,74.271,0,74.619,0,72.891,0
11,2022,11/24/22,75.139,0,74.619,0,74.619,0
11,2022,11/24/22,76.006,90,75.659,70,75.832,20
11,2022,11/24/22,78.624,704,77.749,672,77.749,432
11,2022,11/24/22,68.421,0,70.308,0,68.592,0
11,2022,11/25/22,75.312,0,75.139,0,75.312,0
11,2022,11/25/22,74.791,464,74.619,512,74.619,74
11,2022,11/25/22,78.975,672,78.449,512,78.449,1344
11,2022,11/25/22,72.028,0,69.449,0,73.234,0
11,2022,11/26/22,74.619,0,74.446,0,74.619,0
11,2022,11/26/22,75.659,27,75.484,50,75.484,41
11,2022,11/26/22,77.749,608,77.05,960,76.876,672
11,2022,11/26/22,75.312,0,75.139,0,75.312,0
11,2022,11/27/22,76.354,0,76.181,0,76.181,0
11,2022,11/27/22,76.876,200,76.528,224,76.703,102
11,2022,11/27/22,79.678,1088,79.678,704,79.326,384
11,2022,11/27/22,77.225,0,76.876,0,77.05,0
11,2022,11/28/22,76.876,0,76.703,0,76.876,0
11,2022,11/28/22,77.574,15,77.4,16,77.4,22
11,2022,11/28/22,78.975,496,78.8,432,78.624,768
11,2022,11/28/22,77.574,0,77.4,0,77.574,0
11,2022,11/29/22,76.354,0,76.006,0,76.181,0
11,2022,11/29/22,75.659,48,75.659,37,75.832,30
11,2022,11/29/22,81.266,512,81.621,496,81.09,352
11,2022,11/29/22,79.853,0,79.502,0,79.678,0
11,2022,11/30/22,76.876,0,77.4,0,77.923,0
11,2022,11/30/22,77.05,38,76.876,128,76.876,71
11,2022,11/30/22,82.864,480,82.152,368,82.33,464
11,2022,11/30/22,80.206,0,79.853,0,80.029,0
12,2022,12/1/22,77.749,0,77.749,0,77.923,0
12,2022,12/1/22,77.05,63,76.876,35,76.876,31
12,2022,12/1/22,81.797,608,81.09,352,81.09,672
12,2022,12/1/22,78.098,0,77.923,0,78.098,0
12,2022,12/2/22,76.528,0,76.181,0,76.354,0
12,2022,12/2/22,76.354,62,76.181,22,76.181,42
12,2022,12/2/22,78.8,208,78.449,176,78.098,304
12,2022,12/2/22,77.05,0,76.876,0,77.225,0
12,2022,12/3/22,76.006,0,75.832,0,75.832,0
12,2022,12/3/22,76.181,28,76.181,35,76.354,53
12,2022,12/3/22,81.621,1024,80.911,512,81.09,496
12,2022,12/3/22,77.05,0,76.703,0,76.876,0
12,2022,12/4/22,77.4,0,77.225,0,77.4,0
12,2022,12/4/22,77.4,125,77.225,20,77.4,52
12,2022,12/4/22,80.206,136,80.029,184,79.853,336
12,2022,12/4/22,76.006,0,75.659,0,76.006,0
12,2022,12/5/22,75.484,0,75.484,0,75.659,0
12,2022,12/5/22,75.659,30,75.139,4,75.484,26
12,2022,12/5/22,80.382,136,79.853,20,80.029,128
12,2022,12/5/22,76.703,0,76.528,0,74.619,0
12,2022,12/6/22,76.703,0,76.181,0,76.354,0
12,2022,12/6/22,76.528,76,76.354,53,76.528,43
12,2022,12/6/22,79.853,512,79.678,400,79.853,576
12,2022,12/6/22,76.876,0,77.05,0,76.006,0
12,2022,12/7/22,76.703,0,76.528,0,76.703,0
12,2022,12/7/22,76.703,168,76.528,49,76.703,20
12,2022,12/7/22,79.853,864,79.678,49,79.678,184
12,2022,12/7/22,74.964,0,74.098,0,73.926,0
12,2022,12/8/22,76.703,0,76.528,0,76.703,0
12,2022,12/8/22,76.528,192,76.181,48,76.354,144
12,2022,12/8/22,78.624,576,78.274,416,78.8,896
12,2022,12/8/22,72.891,0,73.58,0,72.718,0
12,2022,12/9/22,74.964,0,74.791,0,74.964,0
12,2022,12/9/22,76.006,248,76.006,65,76.006,110
12,2022,12/9/22,78.449,704,78.274,38,78.274,464
12,2022,12/9/22,71.856,0,73.753,0,70.995,0
12,2022,12/10/22,74.964,0,74.791,0,74.964,0
12,2022,12/10/22,75.659,105,75.484,8,75.659,41
12,2022,12/10/22,80.382,1664,80.735,111,80.559,336
12,2022,12/10/22,75.312,0,73.753,0,74.791,0
12,2022,12/11/22,74.446,0,73.926,0,74.446,0
12,2022,12/11/22,75.312,71,74.964,5,75.312,32
12,2022,12/11/22,80.382,512,80.911,78,80.735,576
12,2022,12/11/22,75.832,0,75.484,0,75.659,0
12,2022,12/12/22,75.312,0,75.139,0,75.312,0
12,2022,12/12/22,75.484,127,75.139,1,75.312,21
12,2022,12/12/22,78.975,768,77.4,52,79.502,416
12,2022,12/12/22,75.484,0,75.312,0,75.312,0
12,2022,12/13/22,74.271,0,73.753,0,74.271,0
12,2022,12/13/22,75.312,54,74.964,1,75.139,16
12,2022,12/13/22,80.029,768,80.382,73,80.559,512
12,2022,12/13/22,76.354,0,76.181,0,76.354,0
12,2022,12/14/22,75.139,0,74.791,0,75.139,0
12,2022,12/14/22,74.964,152,74.619,3,75.139,37
12,2022,12/14/22,78.8,480,78.098,14,78.975,144
12,2022,12/14/22,76.528,0,76.354,0,76.528,0
12,2022,12/15/22,75.659,0,75.484,0,75.659,0
12,2022,12/15/22,76.006,104,75.659,3,76.006,50
12,2022,12/15/22,81.797,480,80.029,55,82.152,448
12,2022,12/15/22,78.975,0,78.8,0,78.975,0
12,2022,12/16/22,76.703,0,76.528,0,76.703,0
12,2022,12/16/22,75.312,40,74.791,2,75.139,7
12,2022,12/16/22,80.911,864,79.853,85,81.266,400
12,2022,12/16/22,77.225,0,77.225,0,77.225,0
12,2022,12/17/22,76.181,0,76.006,0,76.181,0
12,2022,12/17/22,75.484,88,75.139,8,75.484,41
12,2022,12/17/22,80.911,512,79.502,18,81.621,672
12,2022,12/17/22,78.274,0,78.098,0,78.274,0
12,2022,12/18/22,76.703,0,76.528,0,76.703,0
12,2022,12/18/22,76.006,6,75.832,0,76.006,3
12,2022,12/18/22,76.006,216,75.312,31,75.659,160
12,2022,12/18/22,75.312,0,74.964,0,75.139,0
12,2022,12/19/22,75.832,0,75.659,0,75.659,0
12,2022,12/19/22,75.312,160,74.964,11,75.139,152
12,2022,12/19/22,75.312,91,74.964,32,75.139,136
12,2022,12/19/22,73.58,0,73.407,0,73.407,0
12,2022,12/20/22,74.791,0,74.446,0,74.619,0
12,2022,12/20/22,74.098,25,73.926,4,73.926,25
12,2022,12/20/22,80.206,672,77.749,54,79.326,3840
12,2022,12/20/22,74.446,0,74.098,0,74.271,0
12,2022,12/21/22,73.407,0,73.062,0,73.062,0
12,2022,12/21/22,74.098,31,73.753,16,73.926,39
12,2022,12/21/22,78.449,672,76.354,21,78.274,480
12,2022,12/21/22,74.098,0,73.753,0,72.891,0
12,2022,12/22/22,74.446,0,74.098,0,74.271,0
12,2022,12/22/22,74.791,45,74.446,0,74.619,40
12,2022,12/22/22,81.975,512,80.029,16,82.33,448
12,2022,12/22/22,71.168,0,73.58,0,71.168,0
12,2022,12/23/22,75.484,0,75.312,0,75.312,0
12,2022,12/23/22,74.791,28,74.619,0,74.791,10
12,2022,12/23/22,81.442,3200,79.502,45,81.975,480
12,2022,12/23/22,71.339,0,73.234,0,71.339,0
12,2022,12/24/22,75.484,0,75.312,0,75.312,0
12,2022,12/24/22,75.832,41,75.484,0,75.659,13
12,2022,12/24/22,79.326,768,77.574,5,78.975,864
12,2022,12/24/22,76.006,0,74.964,0,76.354,0
12,2022,12/25/22,75.139,0,74.791,0,74.791,0
12,2022,12/25/22,75.312,20,75.139,0,75.312,56
12,2022,12/25/22,82.864,1536,80.382,15,82.508,1152
12,2022,12/25/22,78.975,0,78.8,0,78.975,0
12,2022,12/26/22,76.006,0,76.181,0,76.703,0
12,2022,12/26/22,76.354,84,76.006,0,76.181,54
12,2022,12/26/22,83.399,1536,80.911,18,83.221,672
12,2022,12/26/22,80.206,0,80.206,0,80.206,0
12,2022,12/27/22,76.006,0,75.832,0,76.006,0
12,2022,12/27/22,76.528,136,76.006,0,76.354,69
12,2022,12/27/22,83.757,288,79.502,15,81.266,248
12,2022,12/27/22,77.4,0,77.05,0,77.225,0
12,2022,12/28/22,73.407,0,73.234,0,73.58,0
12,2022,12/28/22,75.832,61,75.484,0,75.484,26
12,2022,12/28/22,81.09,576,79.151,29,80.559,480
12,2022,12/28/22,77.574,0,77.4,0,77.749,0
12,2022,12/29/22,75.832,0,75.659,0,75.832,0
12,2022,12/29/22,74.791,38,74.271,0,74.271,34
12,2022,12/29/22,80.206,304,79.151,6,80.029,272
12,2022,12/29/22,78.274,0,78.274,0,78.274,0
12,2022,12/30/22,75.312,0,75.139,0,75.312,0
12,2022,12/30/22,75.659,86,75.312,0,75.484,60
12,2022,12/30/22,85.735,704,79.502,64,81.442,704
12,2022,12/30/22,77.923,0,77.574,0,77.574,0
12,2022,12/31/22,75.484,0,75.139,0,75.139,0
12,2022,12/31/22,75.484,25,74.964,1,75.139,33
12,2022,12/31/22,84.654,1088,80.911,22,84.474,864
12,2022,12/31/22,80.206,0,80.029,0,79.853,0
1,2023,1/1/23,76.876,0,76.528,0,76.703,0
1,2023,1/1/23,76.354,28,76.181,2,76.354,34
1,2023,1/1/23,81.797,512,80.029,48,81.442,800
1,2023,1/1/23,79.326,0,79.151,0,79.151,0
1,2023,1/2/23,76.528,0,76.354,0,77.05,0
1,2023,1/2/23,75.659,95,75.484,2,75.832,40
1,2023,1/2/23,86.459,864,80.382,58,83.399,768
1,2023,1/2/23,80.206,0,79.853,0,79.678,0
1,2023,1/3/23,77.4,0,77.225,0,77.225,0
1,2023,1/3/23,76.181,50,76.006,1,76.181,31
1,2023,1/3/23,82.152,992,79.502,52,81.797,608
1,2023,1/3/23,73.926,0,75.832,0,73.926,0
1,2023,1/4/23,76.703,0,76.354,0,76.703,0
1,2023,1/4/23,75.832,12,75.659,1,75.832,32
1,2023,1/4/23,78.8,272,77.05,48,77.923,448
1,2023,1/4/23,70.824,0,71.168,0,70.824,0
1,2023,1/5/23,76.006,0,75.659,0,75.832,0
1,2023,1/5/23,75.312,62,75.312,0,75.312,41
1,2023,1/5/23,78.098,576,76.876,29,78.098,304
1,2023,1/5/23,74.271,0,74.271,0,74.271,0
1,2023,1/6/23,75.139,0,75.484,0,75.659,0
1,2023,1/6/23,74.098,32,73.407,4,74.098,26
1,2023,1/6/23,81.09,1344,78.624,144,81.442,608
1,2023,1/6/23,74.271,0,74.619,0,74.619,0
1,2023,1/7/23,75.832,0,75.484,0,75.659,0
1,2023,1/7/23,76.006,83,75.832,2,76.006,69
1,2023,1/7/23,84.654,768,79.678,38,81.621,432
1,2023,1/7/23,74.098,0,73.58,0,73.58,0
1,2023,1/8/23,76.876,0,76.354,0,76.528,0
1,2023,1/8/23,76.703,23,76.354,1,76.528,36
1,2023,1/8/23,84.474,800,81.621,35,84.115,496
1,2023,1/8/23,72.372,0,72.718,0,73.407,0
1,2023,1/9/23,75.312,0,73.407,0,72.199,0
1,2023,1/9/23,76.528,59,76.181,2,76.354,16
1,2023,1/9/23,83.757,3712,81.09,52,83.579,512
1,2023,1/9/23,81.442,0,81.442,0,81.621,0
1,2023,1/10/23,76.703,0,76.181,0,76.181,0
1,2023,1/10/23,76.876,25,76.528,0,76.703,30
1,2023,1/10/23,83.757,608,80.206,34,83.043,512
1,2023,1/10/23,78.975,0,78.624,0,78.8,0
1,2023,1/11/23,76.181,0,75.312,0,75.484,0
1,2023,1/11/23,76.876,26,76.528,0,76.703,30
1,2023,1/11/23,79.853,512,77.749,30,79.151,288
1,2023,1/11/23,76.528,0,76.181,0,76.354,0
1,2023,1/12/23,75.312,0,74.964,0,75.139,0
1,2023,1/12/23,75.832,13,75.659,3,75.832,15
1,2023,1/12/23,80.735,2432,78.624,84,80.911,448
1,2023,1/12/23,76.528,0,76.354,0,76.528,0
1,2023,1/13/23,76.181,0,76.006,0,76.181,0
1,2023,1/13/23,76.006,71,75.832,1,76.006,40
1,2023,1/13/23,81.975,608,79.853,41,81.797,576
1,2023,1/13/23,77.225,0,76.876,0,77.05,0
1,2023,1/14/23,75.832,0,75.659,0,75.832,0
1,2023,1/14/23,75.832,59,75.312,1,75.312,22
1,2023,1/14/23,84.474,4608,81.442,34,84.115,576
1,2023,1/14/23,80.911,0,80.911,0,80.382,0
1,2023,1/15/23,76.703,0,76.876,0,77.05,0
1,2023,1/15/23,75.139,21,74.791,0,74.791,15
1,2023,1/15/23,81.442,1024,79.326,89,82.508,800
1,2023,1/15/23,77.923,0,77.574,0,77.749,0
1,2023,1/16/23,76.354,0,76.354,0,76.354,0
1,2023,1/16/23,76.006,50,75.832,0,76.006,20
1,2023,1/16/23,80.735,368,79.151,30,80.206,320
1,2023,1/16/23,78.8,0,78.8,0,78.624,0
1,2023,1/17/23,77.225,0,76.876,0,77.05,0
1,2023,1/17/23,76.181,64,75.832,0,76.006,18
1,2023,1/17/23,83.579,4352,81.442,39,83.757,496
1,2023,1/17/23,80.559,0,80.206,0,80.206,0
