Month,Year,Date,Temp_S1,Intensity_S1,Temp_S2,Intensity_S2,Temp_S3,Intensity_S3
11,2023,,76.876,64,76.876,45,76.703,9
11,2023,,81.442,608,81.442,1152,80.911,144
11,2023,,78.624,0,78.449,0,77.923,0
11,2023,,76.181,0,76.528,0,76.354,0
11,2023,,77.05,75,76.876,65,77.05,5
11,2023,,78.8,288,78.8,224,78.8,200
11,2023,,77.4,0,75.139,0,74.446,0
11,2023,,75.832,0,74.791,0,75.139,0
11,2023,,76.006,45,75.832,19,76.006,5
11,2023,,80.911,496,80.735,128,80.911,216
11,2023,,76.354,0,74.791,0,74.271,0
11,2023,,76.354,0,76.006,0,76.181,0
11,2023,,76.354,12,76.354,13,76.528,0
11,2023,,78.975,352,78.8,192,79.326,106
11,2023,,77.4,0,74.446,0,74.271,0
11,2023,,76.876,0,76.703,0,76.703,0
11,2023,,76.876,136,76.703,37,76.876,12
11,2023,,77.923,496,78.098,368,78.274,152
11,2023,,76.876,0,75.312,0,76.181,0
11,2023,,75.832,0,76.181,0,75.832,0
11,2023,,76.876,8,76.703,17,77.05,0
11,2023,,77.05,192,76.876,304,76.876,35
11,2023,,76.354,0,75.659,0,76.006,0
11,2023,,75.139,0,74.791,0,75.312,0
11,2023,,74.964,3,74.964,4,75.139,3
11,2023,,76.006,288,76.181,216,76.354,128
11,2023,,77.4,0,77.4,0,77.574,0
12,2023,,76.354,0,76.006,0,76.528,0
12,2023,,76.006,7,75.832,4,76.181,0
12,2023,,75.484,99,75.312,74,75.484,78
12,2023,,74.964,0,74.964,0,74.964,0
12,2023,,74.098,0,74.271,0,74.098,0
12,2023,,75.832,38,75.832,12,75.659,5
12,2023,,80.559,448,80.911,256,80.911,896
12,2023,,81.09,0,81.09,0,81.442,0
12,2023,,78.624,0,78.098,0,78.624,0
12,2023,,76.354,21,76.354,14,76.354,1
12,2023,,81.442,768,81.09,2304,81.266,160
12,2023,,79.853,0,79.853,0,80.206,0
12,2023,,77.574,0,77.574,0,77.749,0
12,2023,,76.354,43,76.181,17,76.354,6
